pway	onto	desc	dir	sum	pval	padj	l_in	l_out	l_pway	idx	leading_edge
GO:0086027	GOMF	AV node cell to bundle of His cell signaling	cause	-0.0425575	0.186346863468635	0.990196078431373	2	2489	4	921	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0070063	GOMF	RNA polymerase binding	pleio	0.1197094	0.186691312384473	0.924809817313565	5	1763	58	1270	TCERG1L(rs7910934),RPAP2(rs12142556),BRCA1(rs8176310),CDC73(rs185993196),URI1(rs73044856)
GO:0070412	GOMF	R-SMAD binding	cause	-0.090682573	0.186691312384473	0.990196078431373	5	2486	25	6042	SMAD3(rs28360855),STUB1(rs78410329),AXIN1(rs17136255),PAX6(rs4440995),SMAD2(rs148087709)
GO:0080025	GOMF	phosphatidylinositol-3,5-bisphosphate binding	pleio	0.119812647	0.187037037037037	0.924809817313565	5	1763	28	3830	GBF1(rs12779853),COMMD1(rs79055900),KIF16B(rs6131844),TPCN1(rs59151286),HIP1(rs1179595)
GO:0000149	GOMF	SNARE binding	pleio	0.259752823	0.187732342007435	0.924809817313565	12	1756	107	1058	BLOC1S6(rs4337250),EXOC3(rs11749327),TSNARE1(rs13274119),ABCA1(rs13292447),CPLX3(rs3935077),VAMP8(rs62165907),VTI1B(rs149005592),VPS52(rs463749),TPCN1(rs59151286),SYT8(rs498337),STX3(rs72931237),STX12(rs57099027)
GO:0030332	GOMF	cyclin binding	pleio	0.140006	0.188432835820896	0.924809817313565	6	1762	34	4831	CDK2(rs2069408),PROCA1(rs12950047),FBXW7(rs78372436),MDFIC(rs17583919),CDKN1A(rs3829963),CDK14(rs62468539)
GO:0043047	GOMF	single-stranded telomeric DNA binding	pleio	0.07726032	0.188432835820896	0.924809817313565	3	1765	12	6149	NABP2(rs61939014),TERF2(rs72797157),TERF2(rs12927133)
GO:0140939	GOMF	histone H4 methyltransferase activity	cause	-0.09349098	0.188785046728972	0.990196078431373	5	2486	17	5104	PRMT1(rs10415880),SMYD5(rs55857338),TTLL12(rs138936),KMT5A(rs28636834),PRMT1(rs74633762)
GO:0004364	GOMF	glutathione transferase activity	cause	-0.060719167	0.188785046728972	0.990196078431373	3	2488	29	553	LANCL1(rs11690895),GSTP1(rs1079719),GSTZ1(rs2287395)
GO:0022853	GOMF	active monoatomic ion transmembrane transporter activity	pleio	0.536438717	0.189138576779026	0.924809817313565	26	1742	287	5404	SLC28A3(rs17427184),COX5A(rs12148513),SLC23A2(rs8122118),SLC38A1(rs2408496),SLC9A3(rs72700688),SLC38A2(rs7968283),SLC38A7(rs12448028),SLC6A11(rs9815640),SLC41A1(rs76951503),COX15(rs72832521),SLC25A13(rs10156143),ATP2C1(rs852227),SLC38A4(rs4497488),SLC9B1(rs113360567),ATP6V0D1(rs8063771),SLC9A5(rs7186310),ATP6V1G3(rs7520859),SLC4A10(rs72873645),NDUFS4(rs424955),SLC8B1(rs142990549),SLC9B2(rs1383732),SLC11A2(rs224446),UQCR10(rs16988025),SLC12A9(rs74579217),SLC6A6(rs1156568)
GO:0001664	GOMF	G protein-coupled receptor binding	pleio	0.470080492	0.189138576779026	0.924809817313565	23	1745	291	1624	GRIA1(rs78056779),PRKN(rs9458264),WNT7B(rs28971325),ARHGEF12(rs7924963),PRKN(rs2024588),GRIA1(rs56161084),TAC1(rs78453589),GNAO1(rs8056845),AVPR1A(rs1042615),GNA13(rs11656789),HOMER1(rs4443404),PDYN(rs13037430),REEP1(rs74800771),HSPA1A(rs1043620),WNT2B(rs146763821),AGRP(rs34123523),GNAI2(rs28763896),ITCH(rs191659902),DNAJA1(rs145189723),AGT(rs11568025),WNT10B(rs112707891),ASIP(rs189854286),CNIH4(rs56105022)
GO:0010558	GOMF	negative regulation of macromolecule biosynthetic process	cause	-1.22000006	0.18984962406015	0.990196078431373	83	2408	497	1883	FOXP2(rs12672683),CELF4(rs12967855),HIVEP1(rs9470821),SMAD3(rs28360855),CELF4(rs9973081),ZGPAT(rs8125514),CRYM(rs226059),PRDM16(rs4648456),ZBTB20(rs62266261),NCOA5(rs2425752),MYT1L(rs12328008),ZNF512B(rs201208894),ZBTB46(rs2296763),HIPK2(rs1638196),ZMYND11(rs2496278),DACH1(rs4883897),PROX1(rs340875),SIAH2(rs8403),ZNF668(rs881929),AGO2(rs7009635),MYT1L(rs7587782),CTBP1(rs1265922),DACH1(rs151199589),PRKN(rs7769048),CELF4(rs17670413)
GO:0019239	GOMF	deaminase activity	pleio	0.05818645	0.18984962406015	0.924809817313565	2	1766	33	3649	AMPD3(rs1870951),ADAD1(rs77466970)
GO:0003727	GOMF	single-stranded RNA binding	cause	-0.26447687	0.190207156308851	0.990196078431373	16	2475	85	2944	ADARB2(rs34314544),PABPN1(rs45528934),RBMS1(rs57047289),PABPC4(rs41264487),AGO2(rs7009635),ILF3(rs892087),PABPN1L(rs889753),JMJD6(rs149315086),ADARB2(rs75221687),HNRNPH1(rs13188643),L1TD1(rs67084528),FXR1(rs565882),A1CF(rs150084317),PIWIL1(rs7313775),LSM14A(rs10422534),RBMS1(rs72972830)
GO:0005128	GOMF	erythropoietin receptor binding	pleio	0.05101983	0.190207156308851	0.924809817313565	2	1766	3	3647	RNF41(rs10876879),EPO(rs77450727)
GO:0005198	GOMF	structural molecule activity	cause	-1.368616909	0.190566037735849	0.990196078431373	92	2399	780	6367	BSN(rs9883000),ECM1(rs13294),MRPS21(rs580060),DAG1(rs9871024),CTNNA2(rs1434077),LAMA2(rs9402104),MAP4(rs1061003),DST(rs9475709),NEBL(rs3758601),MRPL10(rs62076133),RPL11(rs2280437),MACF1(rs61779314),COL16A1(rs56232102),MYL1(rs7592060),RPL13A(rs701717),ACTL7B(rs3750469),PNPLA1(rs13208903),ANK3(rs10509121),PXDN(rs12994167),HLA-DRB1(rs575662827),TUBB8(rs10904045),SORBS2(rs72705755),CLTA(rs10758360),MYBPC3(rs10769255),HLA-DRB1(rs145244672)
GO:0034212	GOMF	peptide N-acetyltransferase activity	cause	-0.09011737	0.190926275992439	0.990196078431373	5	2486	52	6379	JADE2(rs329122),GTF3C4(rs3851546),SRCAP(rs9928572),BRD1(rs138875),CLOCK(rs115315750)
GO:0072528	GOMF	pyrimidine-containing compound biosynthetic process	cause	-0.04219208	0.191287878787879	0.990196078431373	2	2489	5	4168	UCKL1(rs76766334),CMPK1(rs142104228)
GO:0098505	GOMF	G-rich strand telomeric DNA binding	pleio	0.07726032	0.191650853889943	0.924809817313565	3	1765	10	6087	NABP2(rs61939014),TERF2(rs72797157),TERF2(rs12927133)
GO:0034186	GOMF	apolipoprotein A-I binding	pleio	0.0467372	0.191650853889943	0.924809817313565	2	1766	5	890	HSPD1(rs2564384),ABCA1(rs13292447)
GO:0004930	GOMF	G protein-coupled receptor activity	cause	-0.787291612	0.192015209125475	0.990196078431373	51	2440	878	3899	SORCS3(rs3896224),LANCL1(rs11690895),ADGRB2(rs2050256),ADGRB3(rs1556754),DRD3(rs4646996),GPRC5B(rs1690399),P2RY12(rs12489121),SORCS1(rs7916651),ADGRA1(rs2474343),HCRTR2(rs4605886),ADGRL3(rs1505666),TSHR(rs8022600),GRM8(rs68054622),SORCS2(rs4689673),LGR4(rs61887840),LPAR3(rs1886647),ADGRL2(rs685129),ADCYAP1R1(rs4403321),RGR(rs11200945),ADGRF4(rs871654),CNR2(rs3123557),NPR1(rs4310476),SORCS1(rs74518882),GPER1(rs12701969),GRIK3(rs822856)
GO:0005246	GOMF	calcium channel regulator activity	pleio	0.16046691	0.192380952380952	0.924809817313565	7	1761	48	4892	GRM3(rs274624),NRXN1(rs11125325),TSPAN13(rs3807495),SGK1(rs9483671),YWHAE(rs4286156),CRISP1(rs7743320),GRM3(rs55664230)
GO:0086067	GOMF	AV node cell to bundle of His cell communication	cause	-0.0425575	0.192380952380952	0.990196078431373	2	2489	9	6	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0005319	GOMF	lipid transporter activity	pleio	0.302934293	0.192748091603053	0.924809817313565	14	1754	168	6376	NPC1(rs891386),ESYT1(rs11171747),TNFAIP8L3(rs11857810),SLCO1A2(rs7967403),SLC51A(rs17852687),SLCO1B1(rs71446757),ABCA1(rs13292447),ABCG1(rs4148089),PITPNC1(rs2642063),TTPA(rs149997066),SFTPA1(rs4253515),ATP8A2(rs73170518),TMEM30A(rs144446809),SLCO3A1(rs139455106)
GO:0098847	GOMF	sequence-specific single stranded DNA binding	pleio	0.07726032	0.193486590038314	0.924809817313565	3	1765	14	5257	NABP2(rs61939014),TERF2(rs72797157),TERF2(rs12927133)
GO:0015172	GOMF	acidic amino acid transmembrane transporter activity	pleio	0.0503819	0.193486590038314	0.924809817313565	2	1766	18	2161	SLC38A2(rs7968283),SLC25A13(rs10156143)
GO:0048523	GOMF	negative regulation of cellular process	cause	-1.24118226	0.194230769230769	0.990196078431373	84	2407	503	2393	FOXP2(rs12672683),CELF4(rs12967855),HIVEP1(rs9470821),SMAD3(rs28360855),CELF4(rs9973081),ZGPAT(rs8125514),CRYM(rs226059),PRDM16(rs4648456),ZBTB20(rs62266261),NCOA5(rs2425752),MYT1L(rs12328008),ZNF512B(rs201208894),ZBTB46(rs2296763),HIPK2(rs1638196),ZMYND11(rs2496278),DACH1(rs4883897),PROX1(rs340875),SIAH2(rs8403),ZNF668(rs881929),AGO2(rs7009635),PXDN(rs12994167),MYT1L(rs7587782),CTBP1(rs1265922),DACH1(rs151199589),PRKN(rs7769048)
GO:0099537	GOMF	trans-synaptic signaling	cause	-0.259792672	0.195357833655706	0.990196078431373	16	2475	80	997	GABRA1(rs980791),GRID1(rs2664401),DRD3(rs4646996),GRIN2B(rs7134291),GABRB2(rs6896537),P2RX1(rs9909068),GRIA1(rs143976352),GABRA6(rs6898571),GLRA3(rs116576994),GRIK3(rs822856),GRID2(rs61686274),GABRR2(rs12195077),GABRB1(rs62297848),GABRA6(rs12517625),CHRNA9(rs9993722),GRIA4(rs188294923)
GO:0140943	GOMF	histone H4K20 trimethyltransferase activity	cause	-0.0418314	0.195736434108527	0.990196078431373	2	2489	2	4270	SMYD5(rs55857338),TTLL12(rs138936)
GO:0060047	GOMF	heart contraction	cause	-0.03930429	0.195736434108527	0.990196078431373	2	2489	13	2644	KCND3(rs197422),KCND3(rs148987206)
GO:0016667	GOMF	oxidoreductase activity, acting on a sulfur group of donors	cause	-0.09500815	0.196116504854369	0.990196078431373	5	2486	56	5294	TMX2(rs71460549),PDIA3(rs2411284),PDIA2(rs1048786),TXNRD2(rs4333017),NXN(rs144122991)
GO:0005545	GOMF	1-phosphatidylinositol binding	cause	-0.077215594	0.196116504854369	0.990196078431373	4	2487	15	5739	SNAP91(rs12202798),WDFY1(rs840361),SCIN(rs2108553),ZFYVE16(rs147940262)
GO:0098732	GOMF	macromolecule deacylation	pleio	0.07662408	0.196116504854369	0.926404494382022	3	1765	16	1299	LYPLAL1(rs17049143),PPT2(rs3134604),CPT1C(rs116346946)
GO:0086019	GOMF	cell-cell signaling involved in cardiac conduction	cause	-0.0425575	0.196116504854369	0.990196078431373	2	2489	12	1588	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0099626	GOMF	voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels	cause	-0.0425575	0.196881091617934	0.990196078431373	2	2489	4	6033	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0035242	GOMF	protein-arginine omega-N asymmetric methyltransferase activity	cause	-0.04139948	0.196881091617934	0.990196078431373	2	2489	7	2683	PRMT1(rs10415880),PRMT1(rs74633762)
GO:0046872	GOMF	metal ion binding	pleio	7.2000124013	0.197265625	0.926404494382022	422	1346	4326	2647	SUOX(rs1081975),SNRPC(rs75398113),IKZF4(rs1702877),TCF20(rs5996139),ZNF782(rs1854216),TRIML2(rs35306370),KALRN(rs529967),ZRANB1(rs7067770),ZNF510(rs2406181),CDK2(rs2069408),RORB(rs10217594),LRP1(rs11172113),RNF141(rs78662548),FTO(rs1111483),PRKN(rs9458264),FOXP1(rs62244881),ZNF597(rs12737),TCN2(rs2240433),ASTN2(rs6478241),ZNF174(rs37813),COX5A(rs12148513),ZSCAN32(rs27240),ANO1(rs875107),VAT1L(rs12445984),ITGAL(rs4243233)
GO:0016298	GOMF	lipase activity	pleio	0.2287841	0.197265625	0.926404494382022	10	1758	134	1463	LYPLAL1(rs17049143),PLCL1(rs770658),LIPI(rs914111),PROCA1(rs12950047),LIPC(rs10518984),GDPD1(rs55799455),PLCB1(rs7265652),EDNRA(rs80127554),LIPG(rs12326633),GPLD1(rs114325676)
GO:0140034	GOMF	methylation-dependent protein binding	pleio	0.20350618927	0.197651663405088	0.926404494382022	9	1759	81	3999	SPIN1(rs9785203),CDYL(rs6921417),PHF20L1(rs56217800),BPTF(rs60856912),CBX4(rs73422123),KDM7A(rs117591750),PWP1(rs150277608),PHF1(rs4231),PWWP2A(rs78826400)
GO:0009220	GOMF	pyrimidine ribonucleotide biosynthetic process	cause	-0.04219208	0.197651663405088	0.990196078431373	2	2489	5	1045	UCKL1(rs76766334),CMPK1(rs142104228)
GO:0009130	GOMF	pyrimidine nucleoside monophosphate biosynthetic process	cause	-0.04219208	0.197651663405088	0.990196078431373	2	2489	5	6351	UCKL1(rs76766334),CMPK1(rs142104228)
GO:0010876	GOMF	lipid localization	pleio	0.302934293	0.198039215686275	0.926404494382022	14	1754	168	681	NPC1(rs891386),ESYT1(rs11171747),TNFAIP8L3(rs11857810),SLCO1A2(rs7967403),SLC51A(rs17852687),SLCO1B1(rs71446757),ABCA1(rs13292447),ABCG1(rs4148089),PITPNC1(rs2642063),TTPA(rs149997066),SFTPA1(rs4253515),ATP8A2(rs73170518),TMEM30A(rs144446809),SLCO3A1(rs139455106)
GO:0008142	GOMF	oxysterol binding	pleio	0.0523425	0.198039215686275	0.926404494382022	2	1766	16	1496	EPHX1(rs3738042),INSIG1(rs11980656)
GO:0086007	GOMF	voltage-gated calcium channel activity involved in cardiac muscle cell action potential	cause	-0.0425575	0.198039215686275	0.990196078431373	2	2489	5	2970	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0015036	GOMF	disulfide oxidoreductase activity	cause	-0.09500815	0.198428290766208	0.990196078431373	5	2486	41	2619	TMX2(rs71460549),PDIA3(rs2411284),PDIA2(rs1048786),TXNRD2(rs4333017),NXN(rs144122991)
GO:0008015	GOMF	blood circulation	cause	-0.03930429	0.198428290766208	0.990196078431373	2	2489	13	4797	KCND3(rs197422),KCND3(rs148987206)
GO:0033036	GOMF	macromolecule localization	pleio	0.339366693	0.198818897637795	0.926404494382022	16	1752	213	4384	NPC1(rs891386),ESYT1(rs11171747),TNFAIP8L3(rs11857810),SLCO1A2(rs7967403),SLC51A(rs17852687),EMC3(rs73015260),SLCO1B1(rs71446757),ABCA1(rs13292447),ABCG1(rs4148089),PITPNC1(rs2642063),EMC9(rs10873178),TTPA(rs149997066),SFTPA1(rs4253515),ATP8A2(rs73170518),TMEM30A(rs144446809),SLCO3A1(rs139455106)
GO:0006816	GOMF	calcium ion transport	pleio	0.396686511	0.199211045364892	0.926404494382022	20	1748	144	2728	GRIA1(rs78056779),TRPC7(rs237614),GPM6A(rs7677621),GRIA1(rs56161084),CUL5(rs4109081),CACNA2D4(rs78967508),ITPR2(rs78324748),PKD1L3(rs12926905),ATP2C1(rs852227),OPRM1(rs790250),SLC8B1(rs142990549),GPM6A(rs2333256),PSEN1(rs362389),TPCN1(rs59151286),PANX1(rs145763383),TRPC4AP(rs8124081),CACNG2(rs75917909),GRIN2A(rs1097844),CACNB2(rs1325988),TRPC4AP(rs8123978)
GO:1902282	GOMF	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	cause	-0.03930429	0.199211045364892	0.990196078431373	2	2489	12	524	KCND3(rs197422),KCND3(rs148987206)
GO:0043169	GOMF	cation binding	pleio	7.3728631383	0.199604743083004	0.926404494382022	433	1335	4429	3571	SUOX(rs1081975),SNRPC(rs75398113),IKZF4(rs1702877),TCF20(rs5996139),ZNF782(rs1854216),TRIML2(rs35306370),KALRN(rs529967),ZRANB1(rs7067770),ZNF510(rs2406181),CDK2(rs2069408),RORB(rs10217594),LRP1(rs11172113),RNF141(rs78662548),FTO(rs1111483),PRKN(rs9458264),FOXP1(rs62244881),ZNF597(rs12737),TCN2(rs2240433),ASTN2(rs6478241),ZNF174(rs37813),COX5A(rs12148513),ZSCAN32(rs27240),ANO1(rs875107),VAT1L(rs12445984),ITGAL(rs4243233)
GO:0044057	GOMF	regulation of system process	cause	-0.0425575	0.199604743083004	0.990196078431373	2	2489	23	2187	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0045893	GOMF	positive regulation of DNA-templated transcription	pleio	1.8500108651	0.2	0.926404494382022	104	1664	742	4799	NFIC(rs34913708),ZNF782(rs1854216),CTBP2(rs7099361),RORB(rs10217594),ZNF597(rs12737),STAT6(rs4759275),NFKB2(rs12772374),ZFAT(rs67469873),SMARCC2(rs7960225),BACH1(rs13051579),BACH1(rs13051579),LDB1(rs35366855),HOXB7(rs2875820),PPRC1(rs4917960),ASXL1(rs8182876),HOXB3(rs4793944),RELA(rs732072),KAT5(rs4645915),ABT1(rs7767847),ZFP62(rs2619763),HOXB5(rs9299),SMAD3(rs139899275),IRF5(rs35000415),ZFPM2(rs12674655),SREBF1(rs4925118)
GO:0003774	GOMF	cytoskeletal motor activity	cause	-0.3138381	0.2	0.990196078431373	19	2472	113	4718	KIF15(rs10514710),KIF26B(rs12403095),DNAH3(rs1862270),DNAH7(rs11681259),DNAH11(rs62445272),MYH7B(rs2425014),DNAH11(rs56024273),MYO5B(rs117785120),DNAH10(rs79478560),KLC1(rs3212038),KIF6(rs716953),MYO15B(rs73998360),MYH14(rs889002),KIF23(rs72758418),MYO16(rs9559450),MYO1A(rs117599659),KIF20B(rs17126655),MYO16(rs9521204),DNAH11(rs4722037)
GO:0004065	GOMF	arylsulfatase activity	pleio	0.04525217	0.2	0.926404494382022	2	1766	14	4665	SULF2(rs1889174),ARSI(rs6579785)
GO:0004402	GOMF	histone acetyltransferase activity	cause	-0.09011737	0.200396825396825	0.990196078431373	5	2486	43	3193	JADE2(rs329122),GTF3C4(rs3851546),SRCAP(rs9928572),BRD1(rs138875),CLOCK(rs115315750)
GO:0030109	GOMF	HLA-B specific inhibitory MHC class I receptor activity	pleio	0.04708911	0.200795228628231	0.927482722711353	2	1766	2	236	LILRB1(rs1654660),KIR3DL1(rs373763045)
GO:0007186	GOMF	G protein-coupled receptor signaling pathway	cause	-0.787291612	0.201195219123506	0.990196078431373	51	2440	879	5925	SORCS3(rs3896224),LANCL1(rs11690895),ADGRB2(rs2050256),ADGRB3(rs1556754),DRD3(rs4646996),GPRC5B(rs1690399),P2RY12(rs12489121),SORCS1(rs7916651),ADGRA1(rs2474343),HCRTR2(rs4605886),ADGRL3(rs1505666),TSHR(rs8022600),GRM8(rs68054622),SORCS2(rs4689673),LGR4(rs61887840),LPAR3(rs1886647),ADGRL2(rs685129),ADCYAP1R1(rs4403321),RGR(rs11200945),ADGRF4(rs871654),CNR2(rs3123557),NPR1(rs4310476),SORCS1(rs74518882),GPER1(rs12701969),GRIK3(rs822856)
GO:0016597	GOMF	amino acid binding	cause	-0.140481093	0.202404809619238	0.990196078431373	8	2483	52	4988	CPS1(rs72934339),GRIN2B(rs7134291),GLRA3(rs116576994),TH(rs77909323),TAT(rs8063455),GRM7(rs75138586),SLC1A3(rs3733811),NOS2(rs2314810)
GO:0048027	GOMF	mRNA 5'-UTR binding	pleio	0.0493261	0.202404809619238	0.930150344026452	2	1766	24	5858	RPL41(rs1689512),MYH10(rs62062532)
GO:0023023	GOMF	MHC protein complex binding	pleio	0.152381588	0.20281124497992	0.930150344026452	7	1761	37	125	HLA-DMA(rs580962),LILRB1(rs1654660),HLA-DMB(rs2071556),YWHAE(rs4286156),TAPBP(rs1800837),HLA-DPA1(rs41270518),HLA-DPB1(rs41270518)
GO:0009161	GOMF	ribonucleoside monophosphate metabolic process	cause	-0.11020314	0.20281124497992	0.990196078431373	6	2485	16	6499	UCKL1(rs76766334),MAGI3(rs6537792),DLG2(rs919667),DLG1(rs73210543),CMPK1(rs142104228),LRGUK(rs144389524)
GO:0047710	GOMF	bis(5'-adenosyl)-triphosphatase activity	cause	-0.06038613	0.20281124497992	0.990196078431373	3	2488	3	5796	FHIT(rs6777715),FHIT(rs169913),ENPP3(rs9398991)
GO:0086056	GOMF	voltage-gated calcium channel activity involved in AV node cell action potential	cause	-0.0425575	0.203219315895372	0.990196078431373	2	2489	3	2206	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0004252	GOMF	serine-type endopeptidase activity	pleio	0.33313777	0.203629032258065	0.930150344026452	16	1752	177	1804	CTSV(rs7037968),PRTN3(rs631822),TMPRSS12(rs4768939),CFB(rs2072633),C2(rs685031),KLK10(rs11668629),AZU1(rs28631597),HPR(rs152838),HP(rs4788458),C2(rs188795517),KLK11(rs1048328),KLK9(rs78192156),KLK8(rs11084046),PCSK5(rs117223083),GZMB(rs9671454),ST14(rs376611063)
GO:0032508	GOMF	DNA duplex unwinding	cause	-0.182933709	0.203629032258065	0.990196078431373	11	2480	61	4887	DHX30(rs13079407),RTEL1(rs3787089),NAV2(rs2654010),ASCC3(rs62420453),RAD54B(rs2919668),WRN(rs2725385),MCM8(rs16991615),UPF1(rs72999390),MCM2(rs11718485),RFC2(rs178975),RAD50(rs80094086)
GO:0098734	GOMF	macromolecule depalmitoylation	pleio	0.07662408	0.203629032258065	0.930150344026452	3	1765	14	4907	LYPLAL1(rs17049143),PPT2(rs3134604),CPT1C(rs116346946)
GO:0033204	GOMF	ribonuclease P RNA binding	cause	-0.0414038	0.204040404040404	0.990196078431373	2	2489	10	5703	RPP14(rs62259332),POP5(rs7174)
GO:0007267	GOMF	cell-cell signaling	cause	-0.302350172	0.204453441295547	0.990196078431373	18	2473	92	2962	GABRA1(rs980791),GRID1(rs2664401),DRD3(rs4646996),GRIN2B(rs7134291),CACNB2(rs77952637),GABRB2(rs6896537),CACNB2(rs59713597),P2RX1(rs9909068),GRIA1(rs143976352),GABRA6(rs6898571),GLRA3(rs116576994),GRIK3(rs822856),GRID2(rs61686274),GABRR2(rs12195077),GABRB1(rs62297848),GABRA6(rs12517625),CHRNA9(rs9993722),GRIA4(rs188294923)
GO:0042975	GOMF	peroxisome proliferator activated receptor binding	pleio	0.06812719	0.204453441295547	0.931336256067284	3	1765	10	6027	ASXL1(rs8182876),ASXL1(rs2295762),HMGA1(rs115903583)
GO:0086065	GOMF	cell communication involved in cardiac conduction	cause	-0.0425575	0.204868154158215	0.990196078431373	2	2489	23	2824	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0043138	GOMF	3'-5' DNA helicase activity	cause	-0.07141663	0.205284552845528	0.990196078431373	4	2487	15	5229	NAV2(rs2654010),ASCC3(rs62420453),WRN(rs2725385),MCM2(rs11718485)
GO:0019865	GOMF	immunoglobulin binding	cause	-0.0432898	0.205284552845528	0.990196078431373	2	2489	26	6326	FCGRT(rs115159481),GRIA1(rs143976352)
GO:0046049	GOMF	UMP metabolic process	cause	-0.04219208	0.205284552845528	0.990196078431373	2	2489	4	6498	UCKL1(rs76766334),CMPK1(rs142104228)
GO:0046974	GOMF	histone H3K9 methyltransferase activity	cause	-0.04215967	0.205284552845528	0.990196078431373	2	2489	13	4367	PRDM16(rs4648456),PRDM8(rs1458043)
GO:0016706	GOMF	2-oxoglutarate-dependent dioxygenase activity	cause	-0.18818908	0.205702647657841	0.990196078431373	11	2480	60	2360	PHF2(rs10992790),HR(rs6557830),RSBN1(rs2797408),EGLN2(rs2644916),JMJD6(rs149315086),ALKBH3(rs3824948),KDM2B(rs28542596),P3H1(rs2816593),RIOX1(rs758109),KDM8(rs11645703),P4HA2(rs149744551)
GO:0086016	GOMF	AV node cell action potential	cause	-0.0425575	0.205702647657841	0.990196078431373	2	2489	4	55	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0048519	GOMF	negative regulation of biological process	cause	-1.24118226	0.206122448979592	0.990196078431373	84	2407	503	3316	FOXP2(rs12672683),CELF4(rs12967855),HIVEP1(rs9470821),SMAD3(rs28360855),CELF4(rs9973081),ZGPAT(rs8125514),CRYM(rs226059),PRDM16(rs4648456),ZBTB20(rs62266261),NCOA5(rs2425752),MYT1L(rs12328008),ZNF512B(rs201208894),ZBTB46(rs2296763),HIPK2(rs1638196),ZMYND11(rs2496278),DACH1(rs4883897),PROX1(rs340875),SIAH2(rs8403),ZNF668(rs881929),AGO2(rs7009635),PXDN(rs12994167),MYT1L(rs7587782),CTBP1(rs1265922),DACH1(rs151199589),PRKN(rs7769048)
GO:0009173	GOMF	pyrimidine ribonucleoside monophosphate metabolic process	cause	-0.04219208	0.206122448979592	0.990196078431373	2	2489	5	4856	UCKL1(rs76766334),CMPK1(rs142104228)
GO:0030274	GOMF	LIM domain binding	pleio	0.04862094	0.206543967280164	0.937606962709421	2	1766	6	6407	LDB1(rs35366855),ACTN2(rs12119844)
GO:0099511	GOMF	voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels	cause	-0.0425575	0.206543967280164	0.990196078431373	2	2489	4	4044	CACNB2(rs77952637),CACNB2(rs59713597)
GO:0099536	GOMF	synaptic signaling	cause	-0.259792672	0.206967213114754	0.990196078431373	16	2475	80	951	GABRA1(rs980791),GRID1(rs2664401),DRD3(rs4646996),GRIN2B(rs7134291),GABRB2(rs6896537),P2RX1(rs9909068),GRIA1(rs143976352),GABRA6(rs6898571),GLRA3(rs116576994),GRIK3(rs822856),GRID2(rs61686274),GABRR2(rs12195077),GABRB1(rs62297848),GABRA6(rs12517625),CHRNA9(rs9993722),GRIA4(rs188294923)
GO:0086001	GOMF	cardiac muscle cell action potential	cause	-0.08863447	0.206967213114754	0.990196078431373	5	2486	25	646	KCND3(rs197422),CACNB2(rs77952637),CACNB2(rs59713597),SCN3B(rs1296514),KCND3(rs148987206)
GO:0004016	GOMF	adenylate cyclase activity	cause	-0.0564749	0.206967213114754	0.990196078431373	3	2488	16	2272	ADCY2(rs76122614),NPR1(rs4310476),ADCY2(rs71602156)
GO:0005242	GOMF	inward rectifier potassium channel activity	pleio	0.04876595	0.206967213114754	0.937606962709421	2	1766	27	2796	KCNN2(rs40179),KCNH2(rs1137617)
GO:0016755	GOMF	aminoacyltransferase activity	cause	-1.2416303748	0.207818930041152	0.990196078431373	84	2407	498	2509	RNF123(rs7628207),TRAIP(rs62260723),UBA7(rs58339610),DDB2(rs3758667),TRAF3(rs8006649),MAEA(rs6835521),RNF10(rs492574),WDR24(rs1018804),RFWD3(rs58136167),TGM4(rs9683370),STUB1(rs78410329),SIAH2(rs8403),ANAPC4(rs34811474),PCGF5(rs184966063),RC3H1(rs117256995),NOSIP(rs144210466),MKRN1(rs80206917),RNF157(rs7221261),PRKN(rs7769048),PRKN(rs9347580),AREL1(rs12434356),RNF217(rs77906933),UFL1(rs9486467),FBXW2(rs10985038),RNF166(rs880233)
GO:0032813	GOMF	tumor necrosis factor receptor superfamily binding	cause	-0.123871772	0.207818930041152	0.990196078431373	7	2484	50	6434	TRAF3(rs8006649),BDNF(rs11030102),MADD(rs74236439),STAT1(rs2066793),ADAM8(rs79453662),TRAF1(rs76353720),TRAF2(rs117439227)
GO:0016406	GOMF	carnitine O-acyltransferase activity	cause	-0.0419048	0.207818930041152	0.990196078431373	2	2489	6	1108	CPT1C(rs721885),CPT1C(rs59755901)
GO:0004467	GOMF	long-chain fatty acid-CoA ligase activity	cause	-0.05585533	0.208247422680412	0.990196078431373	3	2488	15	1678	ACSF2(rs4794148),SLC27A4(rs9695920),SLC27A3(rs10158450)
